representation,query_index,neighbor_rank,distance,query_budget,query_family,query_seed,neighbor_budget,neighbor_family,neighbor_seed,action_disagree,view_disagree,family_disagree,phase_disagree
Base summary,18,6,4.2665031463070985e-08,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,volatility-clustering,0,1.0,0.0,1.0,1.0
Base summary,18,7,4.701445085967244e-08,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,volatility-clustering,2,1.0,0.0,1.0,1.0
Base summary,18,8,5.232652800161427e-08,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,double-loop,1,0.0,0.0,1.0,0.0
Base summary,18,9,5.3847993744389436e-08,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,double-loop,3,0.0,0.0,1.0,1.0
Base summary,18,10,5.4379615691204376e-08,budget_06_thin_strip,mean-reversion,2,budget_06_thin_strip,double-loop,0,1.0,0.0,1.0,1.0
Base summary,19,1,2.514501262001713e-09,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,0,1.0,0.0,0.0,0.0
Base summary,19,2,2.7732913524991294e-09,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,1,0.0,0.0,0.0,0.0
Base summary,19,3,4.167488845721648e-09,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,mean-reversion,2,1.0,0.0,0.0,0.0
Base summary,19,4,3.3784051511810374e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,volatility-clustering,1,1.0,1.0,1.0,1.0
Base summary,19,5,3.902560762449469e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,volatility-clustering,3,0.0,0.0,1.0,1.0
Base summary,19,6,4.0146933262054806e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,volatility-clustering,0,0.0,0.0,1.0,1.0
Base summary,19,7,4.357046415275342e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,volatility-clustering,2,0.0,0.0,1.0,1.0
Base summary,19,8,4.8459914307661905e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,double-loop,1,1.0,0.0,1.0,0.0
Base summary,19,9,5.0029342132531514e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,double-loop,3,1.0,0.0,1.0,1.0
Base summary,19,10,5.051154211215441e-08,budget_06_thin_strip,mean-reversion,3,budget_06_thin_strip,double-loop,0,0.0,0.0,1.0,1.0
Base summary,20,1,3.1655942996517497e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,pinwheel,2,1.0,1.0,1.0,0.0
Base summary,20,2,3.5807821058022245e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,0.0
Base summary,20,3,5.215529567756247e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,1.0
Base summary,20,4,5.459709857909378e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,1.0
Base summary,20,5,5.566731759632967e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,spiral,0,1.0,1.0,1.0,0.0
Base summary,20,6,5.645366584453118e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,0.0
Base summary,20,7,5.72337510097026e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,spiral,3,0.0,0.0,1.0,1.0
Base summary,20,8,5.807102254352934e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,pinwheel,0,1.0,1.0,1.0,0.0
Base summary,20,9,5.884450559145649e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,1.0
Base summary,20,10,6.00620436571211e-09,budget_06_thin_strip,multi-hole,0,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,1.0
Base summary,21,1,2.9457379938961354e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,0.0
Base summary,21,2,3.23945212181904e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,1.0
Base summary,21,3,6.00620436571211e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,1.0
Base summary,21,4,7.161207271110354e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,spiral,3,0.0,0.0,1.0,0.0
Base summary,21,5,7.483828198451592e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,1.0
Base summary,21,6,7.6507116194654e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,pinwheel,2,1.0,1.0,1.0,1.0
Base summary,21,7,7.795915287259409e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,spiral,0,1.0,1.0,1.0,1.0
Base summary,21,8,8.550089991363759e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,0.0
Base summary,21,9,8.941723162885034e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,nested-rings,2,1.0,1.0,1.0,1.0
Base summary,21,10,9.60850463913368e-09,budget_06_thin_strip,multi-hole,1,budget_06_thin_strip,nested-rings,0,1.0,1.0,1.0,1.0
Base summary,22,1,1.9317943543824824e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,3,0.0,0.0,0.0,1.0
Base summary,22,2,3.23945212181904e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,1.0
Base summary,22,3,3.5807821058022245e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,0.0
Base summary,22,4,5.190889475754632e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,0.0
Base summary,22,5,5.2339416091412485e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,spiral,3,0.0,0.0,1.0,1.0
Base summary,22,6,6.041358529293067e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,pinwheel,2,1.0,1.0,1.0,0.0
Base summary,22,7,6.123313242180273e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,spiral,0,1.0,1.0,1.0,0.0
Base summary,22,8,8.328443664634504e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,spiral,1,1.0,1.0,1.0,1.0
Base summary,22,9,8.68590122701777e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,1.0
Base summary,22,10,9.326950674486124e-09,budget_06_thin_strip,multi-hole,2,budget_06_thin_strip,pinwheel,1,1.0,1.0,1.0,1.0
Base summary,23,1,1.9317943543824824e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,2,0.0,0.0,0.0,1.0
Base summary,23,2,2.9457379938961354e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,1,0.0,0.0,0.0,0.0
Base summary,23,3,5.4094528889474594e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,spiral,2,1.0,1.0,1.0,1.0
Base summary,23,4,5.4132350017283276e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,spiral,3,0.0,0.0,1.0,0.0
Base summary,23,5,5.459709857909378e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,multi-hole,0,0.0,0.0,0.0,1.0
Base summary,23,6,6.732115564873806e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,spiral,0,1.0,1.0,1.0,1.0
Base summary,23,7,7.680511935351348e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,pinwheel,2,1.0,1.0,1.0,1.0
Base summary,23,8,9.32423968537532e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,spiral,1,1.0,1.0,1.0,0.0
Base summary,23,9,9.886765411863055e-09,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,nested-rings,3,1.0,1.0,1.0,0.0
Base summary,23,10,1.0443159079569796e-08,budget_06_thin_strip,multi-hole,3,budget_06_thin_strip,pinwheel,3,1.0,1.0,1.0,0.0
Base summary,24,1,1.9133967928606263e-09,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,nested-rings,2,0.0,0.0,0.0,0.0
Base summary,24,2,3.3441239218490596e-09,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,nested-rings,3,0.0,0.0,0.0,1.0
Base summary,24,3,5.680580932459614e-09,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,nested-rings,1,0.0,0.0,0.0,1.0
Base summary,24,4,9.60850463913368e-09,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
Base summary,24,5,1.1258582308549325e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
Base summary,24,6,1.2491148742797678e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,24,7,1.5545499126625637e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,24,8,1.5731459466341498e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
Base summary,24,9,1.6100321262591607e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,0.0
Base summary,24,10,1.6637904849771546e-08,budget_06_thin_strip,nested-rings,0,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
Base summary,25,1,5.680580932459614e-09,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,nested-rings,0,0.0,0.0,0.0,1.0
Base summary,25,2,6.483232218692808e-09,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,nested-rings,2,0.0,0.0,0.0,1.0
Base summary,25,3,7.112677888287578e-09,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,nested-rings,3,0.0,0.0,0.0,0.0
Base summary,25,4,1.4649822470570469e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,0.0
Base summary,25,5,1.564518632593106e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,0.0
Base summary,25,6,1.7153122311793788e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
Base summary,25,7,2.0044862223510396e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
Base summary,25,8,2.030040104773538e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
Base summary,25,9,2.0490262964340824e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
Base summary,25,10,2.1269579816454667e-08,budget_06_thin_strip,nested-rings,1,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,1.0
Base summary,26,1,1.5510430876213677e-09,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,nested-rings,3,0.0,0.0,0.0,1.0
Base summary,26,2,1.9133967928606263e-09,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,nested-rings,0,0.0,0.0,0.0,0.0
Base summary,26,3,6.483232218692808e-09,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,nested-rings,1,0.0,0.0,0.0,1.0
Base summary,26,4,8.941723162885034e-09,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
Base summary,26,5,1.0545510239980802e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
Base summary,26,6,1.1665752377990855e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,26,7,1.4683340023874887e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,26,8,1.539893337528896e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
Base summary,26,9,1.5674521990533728e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,0.0
Base summary,26,10,1.6358871481122506e-08,budget_06_thin_strip,nested-rings,2,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
Base summary,27,1,1.5510430876213677e-09,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,nested-rings,2,0.0,0.0,0.0,1.0
Base summary,27,2,3.3441239218490596e-09,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,nested-rings,0,0.0,0.0,0.0,1.0
Base summary,27,3,7.112677888287578e-09,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,nested-rings,1,0.0,0.0,0.0,0.0
Base summary,27,4,8.550089991363759e-09,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,0.0
Base summary,27,5,9.886765411863055e-09,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,0.0
Base summary,27,6,1.0998211083216118e-08,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
Base summary,27,7,1.4065784742083099e-08,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
Base summary,27,8,1.4971206746936693e-08,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
Base summary,27,9,1.5148876926703932e-08,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
Base summary,27,10,1.6047995844818222e-08,budget_06_thin_strip,nested-rings,3,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,1.0
Base summary,28,1,1.6777291955356526e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,1.0
Base summary,28,2,1.7177694892184034e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,1,0.0,0.0,0.0,1.0
Base summary,28,3,4.6797084155656665e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,0.0
Base summary,28,4,5.807102254352934e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,28,5,7.095358888472755e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,1.0
Base summary,28,6,8.413549680063944e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
Base summary,28,7,9.376013440445658e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,28,8,9.418950519126655e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,0.0
Base summary,28,9,9.534464981565692e-09,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
Base summary,28,10,1.1213689656663846e-08,budget_06_thin_strip,pinwheel,0,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
Base summary,29,1,7.890378263422896e-10,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,0.0
Base summary,29,2,1.7177694892184034e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,1.0
Base summary,29,3,4.036633699462423e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,1.0
Base summary,29,4,5.577893218911078e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,0.0
Base summary,29,5,5.884450559145649e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
Base summary,29,6,7.281264017889481e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,1.0
Base summary,29,7,8.654966262352222e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
Base summary,29,8,8.658740489960645e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
Base summary,29,9,9.326950674486124e-09,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
Base summary,29,10,1.1054878196052037e-08,budget_06_thin_strip,pinwheel,1,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,0.0
Base summary,30,1,3.1655942996517497e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,30,2,3.3659637066865812e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,pinwheel,3,0.0,0.0,0.0,1.0
Base summary,30,3,4.036633699462423e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,pinwheel,1,0.0,0.0,0.0,1.0
Base summary,30,4,4.471473468371486e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,1.0
Base summary,30,5,4.6797084155656665e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,0.0
Base summary,30,6,4.870690447037347e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,0.0
Base summary,30,7,6.041358529293067e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,30,8,6.170213801991224e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,1.0
Base summary,30,9,6.4635409248556434e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,0.0
Base summary,30,10,7.6507116194654e-09,budget_06_thin_strip,pinwheel,2,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
Base summary,31,1,7.890378263422896e-10,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,pinwheel,1,0.0,0.0,0.0,0.0
Base summary,31,2,1.6777291955356526e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,pinwheel,0,0.0,0.0,0.0,1.0
Base summary,31,3,3.3659637066865812e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,pinwheel,2,0.0,0.0,0.0,1.0
Base summary,31,4,5.215529567756247e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
Base summary,31,5,5.512578256676893e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,1,0.0,0.0,1.0,0.0
Base summary,31,6,6.996813030247742e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,0,0.0,0.0,1.0,1.0
Base summary,31,7,8.337146781170907e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,3,1.0,1.0,1.0,0.0
Base summary,31,8,8.35973944297588e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,spiral,2,0.0,0.0,1.0,1.0
Base summary,31,9,8.68590122701777e-09,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
Base summary,31,10,1.0443159079569796e-08,budget_06_thin_strip,pinwheel,3,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,0.0
Base summary,32,1,2.151412662094383e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,1.0
Base summary,32,2,2.9015130475507633e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,2,0.0,0.0,0.0,0.0
Base summary,32,3,2.9606400798857347e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,spiral,1,0.0,0.0,0.0,1.0
Base summary,32,4,4.870690447037347e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,pinwheel,2,0.0,0.0,1.0,0.0
Base summary,32,5,5.566731759632967e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,32,6,6.123313242180273e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,32,7,6.732115564873806e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
Base summary,32,8,6.996813030247742e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
Base summary,32,9,7.281264017889481e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,pinwheel,1,0.0,0.0,1.0,1.0
Base summary,32,10,7.795915287259409e-09,budget_06_thin_strip,spiral,0,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
Base summary,33,1,2.9606400798857347e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,0,0.0,0.0,0.0,1.0
Base summary,33,2,4.471473468371486e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,pinwheel,2,0.0,0.0,1.0,1.0
Base summary,33,3,5.004883654132696e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,0.0
Base summary,33,4,5.507418985217608e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,spiral,2,0.0,0.0,0.0,1.0
Base summary,33,5,5.512578256676893e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,0.0
Base summary,33,6,5.577893218911078e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,pinwheel,1,0.0,0.0,1.0,0.0
Base summary,33,7,6.543429732367477e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,1.0
Base summary,33,8,7.095358888472755e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,pinwheel,0,0.0,0.0,1.0,1.0
Base summary,33,9,8.328443664634504e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,1.0
Base summary,33,10,9.32423968537532e-09,budget_06_thin_strip,spiral,1,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,0.0
Base summary,34,1,1.0530709780619628e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,spiral,3,1.0,1.0,0.0,1.0
Base summary,34,2,2.9015130475507633e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,spiral,0,0.0,0.0,0.0,0.0
Base summary,34,3,5.190889475754632e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,2,1.0,1.0,1.0,0.0
Base summary,34,4,5.4094528889474594e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,3,1.0,1.0,1.0,1.0
Base summary,34,5,5.507418985217608e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,spiral,1,0.0,0.0,0.0,1.0
Base summary,34,6,5.645366584453118e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,0,1.0,1.0,1.0,0.0
Base summary,34,7,6.4635409248556434e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,pinwheel,2,0.0,0.0,1.0,0.0
Base summary,34,8,7.483828198451592e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,multi-hole,1,1.0,1.0,1.0,1.0
Base summary,34,9,8.35973944297588e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,pinwheel,3,0.0,0.0,1.0,1.0
Base summary,34,10,8.654966262352222e-09,budget_06_thin_strip,spiral,2,budget_06_thin_strip,pinwheel,1,0.0,0.0,1.0,1.0
Base summary,35,1,1.0530709780619628e-09,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,2,1.0,1.0,0.0,1.0
Base summary,35,2,2.151412662094383e-09,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,0,1.0,1.0,0.0,1.0
Base summary,35,3,5.004883654132696e-09,budget_06_thin_strip,spiral,3,budget_06_thin_strip,spiral,1,1.0,1.0,0.0,0.0
